,APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Longitude,Latitude,Property on Map
970,2501009026,07/22/2019,Single Family,13216 N NORRIS AVE,LOS ANGELES,CA,91342,-118.46341,34.31094,POINT (-118.46341000000001 34.31094)
971,2146005121,01/01/2019,Single Family,6275  CANOGA,LOS ANGELES,CA,91367,-118.59773,34.18396,POINT (-118.59773000000001 34.18396)
972,2618009016,11/14/2019,Single Family,13785 W LOUVRE ST,LOS ANGELES,CA,91331,-118.43359,34.26451,POINT (-118.43359000000001 34.26451)
973,2292001023,11/06/2019,Single Family,4316 N LOUISE AVE,LOS ANGELES,CA,91316,-118.50662,34.15013,POINT (-118.50662 34.15013)
974,5155012113,09/24/2019,Single Family,421 S LA FAYETTE PARK,LOS ANGELES,CA,90064,-118.28217,34.06511,POINT (-118.28217000000001 34.06511)
975,2176027016,04/14/2019,Single Family,4847 N LA MONTANA CIR,LOS ANGELES,CA,91356,-118.54472,34.15787,POINT (-118.54472 34.15787000000001)
976,2107014079,01/11/2019,Single Family,20339 W INGOMAR ST,LOS ANGELES,CA,91306,-118.57675,34.21168,POINT (-118.57675 34.21168000000001)
977,6063023018,01/01/2019,Single Family,223 E 106TH ST,LOS ANGELES,CA,90003,-118.27093,33.94026,POINT (-118.27093 33.94026)
978,2315006005,01/01/2019,Single Family,7737 N CASE AVE,LOS ANGELES,CA,91352,-118.37264,34.21132,POINT (-118.37263999999999 34.21132)
979,7422001011,03/21/2019,Single Family,129 E R ST,LOS ANGELES,CA,90744,-118.26275,33.79764,POINT (-118.26275000000001 33.79764)
980,6084012013,03/08/2019,Single Family,700 E 116TH PL,LOS ANGELES,CA,90059,-118.26195,33.92814,POINT (-118.26195 33.92814)
981,7351012033,11/08/2019,Single Family,1514 W 207TH ST,LOS ANGELES,CA,90501,-118.30446,33.84274,POINT (-118.30445999999999 33.84274)
982,2137009010,01/09/2019,Single Family,7107 N COZYCROFT AVE,LOS ANGELES,CA,91306,-118.58245,34.19952,POINT (-118.58245 34.19952)
983,2275030004,01/01/2019,Single Family,3731 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,-118.45052,34.13886,POINT (-118.45052000000001 34.13886)
984,2381004009,01/09/2019,Single Family,11559 W DONA TERESA DR,LOS ANGELES,CA,91604,-118.38556,34.1312,POINT (-118.38555999999998 34.1312)
985,2238022027,01/29/2019,Single Family,14055 W GILMORE ST,VAN NUYS,CA,91401,-118.43956,34.18772,POINT (-118.43956 34.18772)
986,6029020019,03/12/2019,Single Family,906 E 83RD ST,LOS ANGELES,CA,90001,-118.25829,33.96368,POINT (-118.25829 33.96368)
987,6016001025,08/12/2019,Single Family,6437 S HAAS AVE,LOS ANGELES,CA,90047,-118.31693,33.98078,POINT (-118.31692999999999 33.98078)
988,6065013022,12/04/2019,Multi-Family,1409 E 108TH ST,LOS ANGELES,CA,90059,-118.2498,33.93794,POINT (-118.2498 33.93794)
989,2170008026,01/01/2019,Single Family,22126 W DE LA OSA ST,LOS ANGELES,CA,91364,-118.60882,34.15917,POINT (-118.60882 34.15917)
990,7445019079,11/27/2019,Single Family,1088 W VIA CORDOVA,SAN PEDRO,CA,90732,-118.30015,33.75487,POINT (-118.30015 33.75487)
991,5058006009,12/06/2019,Single Family,2154 W 24TH ST,LOS ANGELES,CA,90018,-118.31368,34.03475,POINT (-118.31368000000002 34.03475)
992,2181002008,01/01/2019,Single Family,5138 N HESPERIA AVE,LOS ANGELES,CA,91316,-118.52603,34.16304,POINT (-118.52603 34.16304)
993,2656022246,08/19/2019,Single Family,15115 W ROMERO PL,LOS ANGELES,CA,91343,-118.46174,34.23867,POINT (-118.46174000000002 34.23867)
994,2013007012,07/30/2019,Single Family,8100 N PONCE AVE,LOS ANGELES,CA,91304,-118.62113,34.21662,POINT (-118.62113 34.216620000000006)
995,5003030021,01/14/2019,Single Family,1703 W 58TH ST,LOS ANGELES,CA,90062,-118.30702,33.98983,POINT (-118.30702 33.98983)
996,2706032018,05/21/2019,Single Family,21217 W TULSA ST,LOS ANGELES,CA,91311,-118.59516,34.26766,POINT (-118.59515999999999 34.26766)
997,2106033038,01/16/2019,Single Family,19800 W LULL ST,LOS ANGELES,CA,91306,-118.5645,34.20908,POINT (-118.56449999999998 34.20908000000001)
998,5089014001,01/07/2019,Multi-Family,858 S STANLEY AVE,LOS ANGELES,CA,90036,-118.35721,34.05914,POINT (-118.35721000000001 34.05914)
999,2107017149,01/01/2019,Single Family,20216 W LORNE ST,LOS ANGELES,CA,91306,-118.57358,34.21707,POINT (-118.57358 34.21707)
1000,6070014012,09/20/2019,Multi-Family,11306 S ALVARO AVE,LOS ANGELES,CA,90059,-118.25309,33.93182,POINT (-118.25309 33.93182)
1001,2580018255,01/01/2019,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,-118.40547,34.31186,POINT (-118.40547 34.31186)
1002,5114012018,09/03/2019,Single Family,863 E 40TH PL,LOS ANGELES,CA,90011,-118.26046,34.01018,POINT (-118.26045999999998 34.010180000000005)
1003,5501002018,11/12/2019,Single Family,341 N VIRGIL AVE,LOS ANGELES,CA,90004,-118.28706,34.0775,POINT (-118.28706 34.0775)
1004,5218019023,12/04/2019,Multi-Family,4919 E TEMPLETON ST,LOS ANGELES,CA,90032,-118.17609,34.08208,POINT (-118.17609000000002 34.08208)
1005,6040029031,01/09/2019,Single Family,206 W 89TH ST,LOS ANGELES,CA,90003,-118.27631,33.95543,POINT (-118.27630999999998 33.95543)
1006,2620006017,01/30/2019,Single Family,10622 N TAMARACK AVE,LOS ANGELES,CA,91331,-118.42318,34.26308,POINT (-118.42317999999999 34.26308)
1007,6121006027,03/06/2019,Single Family,728 W 165TH PL,LOS ANGELES,CA,90247,-118.28795,33.88066,POINT (-118.28795000000001 33.88066)
1008,6066016031,08/22/2019,Single Family,10518 S CROESUS AVE,LOS ANGELES,CA,90002,-118.23369,33.94003,POINT (-118.23369000000001 33.94003)
1009,5029011013,01/01/2019,Single Family,3934 S CARMONA AVE,LOS ANGELES,CA,90008,-118.36738,34.01609,POINT (-118.36737999999998 34.01609)
1010,2013029038,07/06/2019,Single Family,7955 N VICKY AVE,LOS ANGELES,CA,93063,-118.61973,34.21529,POINT (-118.61973 34.21529)
1011,4422006023,02/25/2019,Single Family,1367 N CHAUTAUQUA BLVD,LOS ANGELES,CA,90272,-118.52117,34.05399,POINT (-118.52117 34.05399)
1012,5312021051,03/11/2019,Single Family,6210 N LOMITAS DR,LOS ANGELES,CA,90042,-118.17925,34.10669,POINT (-118.17924999999998 34.10669)
1013,6075008009,07/30/2019,Single Family,820 W 111TH ST,LOS ANGELES,CA,90044,-118.2902,33.93444,POINT (-118.2902 33.93444)
1014,5064025012,07/19/2019,Single Family,2222 S SPAULDING AVE,LOS ANGELES,CA,90016,-118.36729,34.03774,POINT (-118.36728999999998 34.03774)
1015,2534008011,09/27/2019,Single Family,13219 W FILMORE ST,LOS ANGELES,CA,91331,-118.42106,34.27233,POINT (-118.42106000000001 34.27233)
1016,6071002011,08/07/2019,Single Family,627 E 109TH ST,LOS ANGELES,CA,90059,-118.26412,33.93736,POINT (-118.26412 33.93736)
1017,6039001052,01/03/2019,Multi-Family,9113 #3 S BARING CROSS ST 1-3,LOS ANGELES,CA,90044,-118.28946,33.95382,POINT (-118.28945999999999 33.95382)
1018,2118027020,01/03/2019,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,-118.53955,34.20274,POINT (-118.53955 34.20274)
1019,2315003009,07/15/2019,Single Family,7717 N KLUMP AVE,LOS ANGELES,CA,91352,-118.3759,34.21077,POINT (-118.37590000000002 34.21077)
1020,2676009005,01/01/2019,Single Family,16321 W VINCENNES ST,LOS ANGELES,CA,91343,-118.48813,34.24128,POINT (-118.48813 34.24128)
1021,6063029010,10/29/2019,Multi-Family,438 E 107TH ST,LOS ANGELES,CA,90003,-118.26604,33.9392,POINT (-118.26604000000002 33.9392)
1022,2335014008,11/13/2019,Single Family,6418 N BECK AVE,LOS ANGELES,CA,91606,-118.38328,34.18739,POINT (-118.38328000000001 34.18739)
1023,6033024019,11/21/2019,Single Family,1023 W 84TH PL,LOS ANGELES,CA,90044,-118.29266,33.96195,POINT (-118.29266 33.96195)
1024,6050024017,11/05/2019,Multi-Family,619 E 98TH ST,LOS ANGELES,CA,90002,-118.26443,33.94759,POINT (-118.26443 33.94759)
1025,6035032018,01/14/2019,Single Family,1848 W 85TH ST,LOS ANGELES,CA,90047,-118.31073,33.96078,POINT (-118.31073 33.96078)
1026,5563008018,02/28/2019,Vacant Residential,8720 W WONDERLAND AVE,HOLLYWOOD,CA,90046,-118.38504,34.11241,POINT (-118.38503999999999 34.11241)
1027,2560020018,08/14/2019,Single Family,10230 N RUSSETT AVE,LOS ANGELES,CA,91040,-118.31919,34.25519,POINT (-118.31918999999999 34.25519)
1028,2215010020,11/22/2019,Single Family,13906 W COHASSET ST,LOS ANGELES,CA,91405,-118.43603,34.20653,POINT (-118.43603000000002 34.20653)
1029,2381025015,02/25/2019,Single Family,11404 W DONA DOROTEA DR,LOS ANGELES,CA,91604,-118.38261,34.12714,POINT (-118.38261 34.12714)
1030,5218005048,12/02/2019,Single Family,3119 N CHADWICK DR,LOS ANGELES,CA,90032,-118.17122,34.08209,POINT (-118.17122000000002 34.08209)
1031,2151008048,01/01/2019,Single Family,5843 N WINNETKA AVE,LOS ANGELES,CA,91367,-118.57162,34.17699,POINT (-118.57162 34.17699)
1032,2108032040,07/03/2019,Single Family,7742 N DE SOTO AVE,LOS ANGELES,CA,93063,-118.58829,34.21114,POINT (-118.58829000000001 34.21114)
1033,5438024015,10/15/2019,Single Family,2727 W WAVERLY DR,LOS ANGELES,CA,90039,-118.26192,34.10805,POINT (-118.26192 34.108050000000006)
1034,4005024003,05/30/2019,Single Family,5910 S 2ND AVE,LOS ANGELES,CA,90043,-118.31949,33.98697,POINT (-118.31949000000002 33.98697)
1035,2181029019,09/18/2019,Single Family,18030 W ROSITA ST,LOS ANGELES,CA,91316,-118.52613,34.15715,POINT (-118.52613 34.15715)
1036,5063011034,03/13/2019,Single Family,2339 S COCHRAN AVE,LOS ANGELES,CA,90016,-118.35719,34.0361,POINT (-118.35719 34.0361)
1037,6063019017,12/11/2019,Single Family,315 E 105TH ST,LOS ANGELES,CA,90003,-118.26897,33.94114,POINT (-118.26897 33.94114)
1038,5422012019,11/19/2019,Vacant Residential,2219 N FAIR OAK VIEW TER,LOS ANGELES,CA,90039,-118.25692,34.09408,POINT (-118.25692000000001 34.09408)
1039,2151020030,09/18/2019,Single Family,5670 N COLLINS PL,LOS ANGELES,CA,91367,-118.58527,34.17407,POINT (-118.58527000000001 34.17407)
1040,2132007013,07/25/2019,Single Family,6707 N SHIRLEY AVE,LOS ANGELES,CA,91335,-118.55806,34.19241,POINT (-118.55806 34.19241)
1041,2696015016,01/09/2019,Single Family,17031 W HORACE ST,LOS ANGELES,CA,91344,-118.5035,34.27016,POINT (-118.5035 34.27016)
1042,5092007059,11/20/2019,Single Family,681 S NORTON AVE,LOS ANGELES,CA,90005,-118.31756,34.06053,POINT (-118.31756000000001 34.06053)
1043,2106031009,09/26/2019,Single Family,19932 W CANTARA ST,LOS ANGELES,CA,91306,-118.56776,34.21872,POINT (-118.56776 34.21872)
1044,5064006016,01/10/2019,Single Family,1811 S BURNSIDE AVE,LOS ANGELES,CA,90019,-118.35731,34.04214,POINT (-118.35730999999998 34.04214)
1045,5033017039,06/05/2019,Single Family,3837 S OLMSTED AVE,LOS ANGELES,CA,90008,-118.3282,34.01632,POINT (-118.3282 34.01632)
1046,2321011085,11/22/2019,Single Family,6938 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,-118.39629,34.19729,POINT (-118.39629000000001 34.19729)
1047,4368023020,04/10/2019,Single Family,871 N LINDA FLORA DR,LOS ANGELES,CA,90049,-118.46524,34.08248,POINT (-118.46524 34.08248)
1048,5053004012,01/22/2019,Single Family,2068 W 29TH ST,LOS ANGELES,CA,90018,-118.31098,34.02899,POINT (-118.31098 34.02899)
1049,6032011011,12/23/2019,Multi-Family,902 1/2 W 84TH ST,LOS ANGELES,CA,90044,-118.28938,33.96232,POINT (-118.28937999999998 33.96232)
1050,6042030021,01/03/2019,Single Family,918 E 91ST ST,LOS ANGELES,CA,90002,-118.25791,33.95364,POINT (-118.25791000000001 33.95364)
1051,6001023011,11/15/2019,Single Family,6213 S HAAS AVE,LOS ANGELES,CA,90047,-118.31691,33.983,POINT (-118.31691 33.983)
1052,6055005005,08/23/2019,Single Family,9450 S DENKER AVE,LOS ANGELES,CA,90047,-118.30451,33.9501,POINT (-118.30451 33.9501)
1053,2172022048,12/17/2019,Single Family,20942 W CALIMALI RD,LOS ANGELES,CA,91364,-118.58958,34.14847,POINT (-118.58958 34.14847)
1054,2421004011,11/08/2019,Single Family,4953 N DENNY AVE,LOS ANGELES,CA,91601,-118.36492,34.16094,POINT (-118.36492000000001 34.16094)
1055,5062008010,06/10/2019,Single Family,2148 S REDONDO BLVD,LOS ANGELES,CA,90016,-118.35395,34.038,POINT (-118.35394999999998 34.038)
1056,2531025072,10/29/2019,Single Family,12161 W VAN NUYS BLVD,LOS ANGELES,CA,91342,-118.39789,34.28407,POINT (-118.39789000000002 34.28407)
1057,5183025003,01/28/2019,Multi-Family,650 3/4 S CHICAGO ST,LOS ANGELES,CA,90023,-118.2169,34.03715,POINT (-118.21690000000001 34.03715)
1058,5204024014,07/25/2019,Multi-Family,2322 N GRIFFIN AVE,LOS ANGELES,CA,90031,-118.21139,34.07264,POINT (-118.21139 34.07264)
1059,2171021052,07/25/2019,Single Family,4713 N DON PIO DR,LOS ANGELES,CA,91364,-118.60356,34.15304,POINT (-118.60356 34.15304)
1060,5542022012,01/11/2019,Multi-Family,1258 N VIRGIL AVE 1-4,LOS ANGELES,CA,90029,-118.28643,34.09518,POINT (-118.28643 34.09518)
1061,6120018036,01/08/2019,Multi-Family,16319 S MENLO AVE,LOS ANGELES,CA,90247,-118.28936,33.88266,POINT (-118.28936000000002 33.88266)
1062,7451009018,12/02/2019,Single Family,644 W 2ND ST,SAN PEDRO,CA,90731,-118.29102,33.7425,POINT (-118.29102 33.7425)
1063,6074014045,06/11/2019,Multi-Family,221 1/2 W 110TH ST,LOS ANGELES,CA,90061,-118.27705,33.93574,POINT (-118.27705000000002 33.93574)
1064,2022008002,01/30/2019,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,-118.62259,34.20809,POINT (-118.62259000000002 34.20809)
1065,2233008015,12/17/2019,Single Family,6614 N BLEWETT AVE,VAN NUYS,CA,91406,-118.47801,34.19075,POINT (-118.47801 34.19075)
1066,4302025006,01/01/2019,Single Family,1924 S SHERBOURNE DR,LOS ANGELES,CA,90034,-118.38199,34.04289,POINT (-118.38199 34.04289)
1067,5438021007,05/15/2019,Single Family,2614 W WAVERLY DR,LOS ANGELES,CA,90039,-118.25877,34.10632,POINT (-118.25877 34.10632)
1068,2605020038,02/21/2019,Single Family,11601 N COLLETT AVE,LOS ANGELES,CA,91344,-118.4839,34.28105,POINT (-118.4839 34.28105)
1069,5017009003,01/23/2019,Single Family,1246 W 51ST ST,LOS ANGELES,CA,90037,-118.29764,33.99676,POINT (-118.29764 33.99676)
1070,2741026006,01/01/2019,Single Family,20632 W LEMARSH ST,LOS ANGELES,CA,91311,-118.58291,34.25532,POINT (-118.58291000000001 34.25532)
1071,2325007007,11/20/2019,Single Family,6652 N ALCOVE AVE,LOS ANGELES,CA,91606,-118.41266,34.19181,POINT (-118.41266 34.19181)
1072,2644021018,03/07/2019,Single Family,14301 W PIERCE ST,LOS ANGELES,CA,91331,-118.44457,34.24462,POINT (-118.44456999999998 34.24462)
1073,4384018005,01/03/2019,Single Family,9736 W YOAKUM DR,LOS ANGELES,CA,90210,-118.43068,34.11247,POINT (-118.43068000000001 34.11247)
1074,4401024191,12/19/2019,Single Family,11645  MONTANA AVE,LOS ANGELES,CA,90049,-118.4655,34.05643,POINT (-118.4655 34.05643)
1075,5053003031,03/12/2019,Multi-Family,2012 W 28TH ST,LOS ANGELES,CA,90018,-118.30941,34.0298,POINT (-118.30941 34.0298)
1076,5466017017,10/28/2019,Vacant Residential,445 N MUSEUM DR,LOS ANGELES,CA,90065,-118.20866,34.10379,POINT (-118.20866 34.10379)
1077,2504022097,01/13/2019,Single Family,14039 W ASTORIA ST,LOS ANGELES,CA,91342,-118.43926,34.31144,POINT (-118.43926000000002 34.31144)
1078,5101032008,06/21/2019,Multi-Family,225 W 55TH ST,LOS ANGELES,CA,90037,-118.27715,33.99251,POINT (-118.27715 33.99251)
1079,5081028021,10/30/2019,Single Family,1209 S ST ANDREWS PL,LOS ANGELES,CA,90019,-118.31181,34.04899,POINT (-118.31181 34.04899)
1080,2368014071,12/17/2019,Single Family,11619  ACAMA  ST,LOS ANGELES,CA,91604,-118.38605,34.14636,POINT (-118.38605 34.14636)
1081,2231017018,03/04/2019,Single Family,6533 N PETIT AVE,LOS ANGELES,CA,91406,-118.49708,34.18963,POINT (-118.49707999999998 34.18963)
1082,2184014003,01/15/2019,Single Family,4501 N GRIMES PL,LOS ANGELES,CA,91316,-118.52586,34.15135,POINT (-118.52586 34.15135)
1083,5564023009,01/28/2019,Single Family,8931 W HOLLY PL,LOS ANGELES,CA,90046,-118.3887,34.10963,POINT (-118.38870000000001 34.10963)
1084,7467022016,11/07/2019,Multi-Family,532 W 40TH ST,SAN PEDRO,CA,90731,-118.28875,33.70798,POINT (-118.28875 33.70798)
1085,2701007123,02/07/2019,Single Family,19407 W TURTLE RIDGE LANE,LOS ANGELES,CA,91326,-118.55701,34.29605,POINT (-118.55701000000002 34.29605)
1086,2149015025,01/08/2019,Single Family,20850 W MARTHA ST,LOS ANGELES,CA,91367,-118.5873,34.17258,POINT (-118.58730000000001 34.17258)
1087,2505018045,01/09/2019,Single Family,14484 W ORO GRANDE ST,LOS ANGELES,CA,91342,-118.44825,34.30417,POINT (-118.44825000000002 34.30417)
1088,5035018020,07/11/2019,Single Family,1743 W 39TH PL,LOS ANGELES,CA,90062,-118.31251,34.01383,POINT (-118.31250999999999 34.01383)
1089,4332008013,08/30/2019,Single Family,1105 S LAPEER DR,LOS ANGELES,CA,90035,-118.38689,34.05688,POINT (-118.38689000000001 34.05688)
1090,2346003017,01/09/2019,Single Family,12734 W ALBERS ST,LOS ANGELES,CA,91607,-118.41053,34.17021,POINT (-118.41053 34.17021)
1091,2602019002,08/19/2019,Single Family,12700 N JOLETTE AVE,LOS ANGELES,CA,91344,-118.50602,34.30114,POINT (-118.50602000000002 34.30114)
1092,5037012028,08/13/2019,Single Family,1159 W ROLLAND CURTIS PL,LOS ANGELES,CA,90037,-118.29632,34.01651,POINT (-118.29632 34.01651)
1093,2629030005,12/27/2019,Single Family,9094 N CRANFORD AVE,LOS ANGELES,CA,91331,-118.41027,34.23477,POINT (-118.41026999999998 34.23477)
1094,2768009010,11/07/2019,Single Family,18052 W GRESHAM ST,LOS ANGELES,CA,91325,-118.52694,34.23078,POINT (-118.52694 34.23078)
1095,6023007013,01/04/2019,Multi-Family,748 E 73RD ST,LOS ANGELES,CA,90001,-118.26125,33.97376,POINT (-118.26125 33.97376)
1096,5588019001,06/11/2019,Single Family,2500 N GLENDOWER AVE,LOS ANGELES,CA,90027,-118.29365,34.11441,POINT (-118.29365 34.11441)
1097,2625029012,01/31/2019,Single Family,13588 W WINGO ST,LOS ANGELES,CA,91331,-118.42883,34.2377,POINT (-118.42883000000002 34.2377)
1098,6040003005,01/01/2019,Multi-Family,8419 S BROADWAY,LOS ANGELES,CA,90003,-118.27848,33.96272,POINT (-118.27848000000002 33.96272)
1099,6063014019,11/15/2019,Multi-Family,10311 S TOWNE AVE,LOS ANGELES,CA,90003,-118.26746,33.94264,POINT (-118.26746 33.94264)
1100,7455009004,01/21/2019,Multi-Family,371 W 9TH ST,SAN PEDRO,CA,90731,-118.28498,33.73591,POINT (-118.28498000000002 33.73591)
1101,2509017014,12/19/2019,Single Family,13916 W BEAVER ST,LOS ANGELES,CA,91342,-118.43607,34.30501,POINT (-118.43606999999999 34.30501)
1102,2547031010,12/12/2019,Single Family,9125 W RIDERWOOD DR,LOS ANGELES,CA,91040,-118.33072,34.26448,POINT (-118.33071999999999 34.26448)
1103,5585028028,01/15/2019,Single Family,6180 W TEMPLE HILL DR,LOS ANGELES,CA,90068,-118.32422,34.11174,POINT (-118.32421999999998 34.11174)
1104,2747023172,10/15/2019,Single Family,9959 N JORDAN AVE,CHATSWORTH,CA,91311,-118.60412,34.25162,POINT (-118.60412000000001 34.25162)
1105,5015033008,06/03/2019,Single Family,4823 S ARLINGTON AVE,LOS ANGELES,CA,90043,-118.31829,33.99928,POINT (-118.31829 33.99928)
1106,5188017020,09/20/2019,Multi-Family,3455 E SISKIYOU ST,LOS ANGELES,CA,90023,-118.1998,34.02604,POINT (-118.1998 34.02604)
1107,6018004019,01/01/2019,Single Family,7217 S DENKER AVE,LOS ANGELES,CA,90047,-118.30478,33.97396,POINT (-118.30478 33.97396)
1108,2420014009,07/22/2019,Single Family,4825 N SANCOLA AVE,LOS ANGELES,CA,91601,-118.35409,34.15844,POINT (-118.35409000000001 34.15844)
1109,2572048008,11/14/2019,Single Family,9230 N CATHWELL LANE,LOS ANGELES,CA,91042,-118.27782,34.23692,POINT (-118.27782 34.23692)
1110,5056016021,03/21/2019,Multi-Family,1759 S NEW ENGLAND ST,LOS ANGELES,CA,90006,-118.2879,34.0415,POINT (-118.2879 34.0415)
1111,2290004024,11/27/2019,Multi-Family,17448 W VENTURA BLVD,LOS ANGELES,CA,91316,-118.51334,34.16118,POINT (-118.51334000000001 34.16118)
1112,5143012021,01/09/2019,Multi-Family,726 S COLUMBIA AVE,LOS ANGELES,CA,90017,-118.26888,34.05192,POINT (-118.26888 34.05192)
1113,5486028023,06/04/2019,Multi-Family,823 N AVENUE 64,LOS ANGELES,CA,90042,-118.17751,34.12156,POINT (-118.17751 34.12156)
1114,4286017044,01/01/2019,Single Family,245 S MAIN ST,LOS ANGELES,CA,90291,-118.47872,33.99681,POINT (-118.47871999999998 33.99681)
1115,5690003021,01/07/2019,Single Family,1307 W LINDA ROSA AVE,LOS ANGELES,CA,90041,-118.19522,34.13752,POINT (-118.19522 34.13752)
1116,5108010011,09/10/2019,Single Family,4831 S MCKINLEY AVE,LOS ANGELES,CA,90011,-118.26102,33.99883,POINT (-118.26102000000002 33.998830000000005)
1117,5018016009,01/03/2019,Single Family,934 W 50TH ST,LOS ANGELES,CA,90037,-118.2904,33.99773,POINT (-118.2904 33.99773)
1118,2527008035,11/26/2019,Single Family,11918 N DRONFIELD AVE,LOS ANGELES,CA,91331,-118.41362,34.28669,POINT (-118.41362000000001 34.28669)
1119,2238022007,02/25/2019,Single Family,14042 W HAMLIN ST,VAN NUYS,CA,91401,-118.43924,34.18838,POINT (-118.43924000000001 34.18838)
1120,6048020009,05/09/2019,Single Family,9552 S DEFIANCE AVE,LOS ANGELES,CA,90002,-118.24517,33.94919,POINT (-118.24517000000002 33.94919)
1121,2667026005,01/03/2019,Single Family,16058 W LOS ALIMOS ST,LOS ANGELES,CA,91344,-118.48239,34.26541,POINT (-118.48239 34.26541)
1122,6029003003,01/08/2019,Multi-Family,852 E 79TH ST,LOS ANGELES,CA,90001,-118.25896,33.96735,POINT (-118.25896 33.96735)
1123,2233013008,07/19/2019,Single Family,6438 N GLORIA AVE,VAN NUYS,CA,91406,-118.47913,34.18783,POINT (-118.47913 34.18783)
1124,2237004027,01/10/2019,Single Family,6718 N LENNOX AVE,VAN NUYS,CA,91405,-118.44531,34.19289,POINT (-118.44531000000002 34.19289)
1125,2549013017,01/31/2019,Single Family,9440 W WENTWORTH ST,LOS ANGELES,CA,91040,-118.33803,34.26357,POINT (-118.33803000000002 34.26357)
1126,2617004047,01/23/2019,Single Family,14014 W FILMORE ST,LOS ANGELES,CA,91331,-118.43886,34.25899,POINT (-118.43886 34.25899)
1127,5113009009,01/01/2019,Single Family,277 E 43RD ST,LOS ANGELES,CA,90011,-118.26865,34.0058,POINT (-118.26865000000001 34.0058)
1128,2648011023,08/19/2019,Single Family,10437 N CEDROS AVE,LOS ANGELES,CA,91345,-118.45333,34.26008,POINT (-118.45333 34.26008)
1129,5478015039,07/17/2019,Single Family,5105 E IRVINGTON TER,LOS ANGELES,CA,90042,-118.20561,34.11591,POINT (-118.20561 34.11591)
1130,2166036004,11/21/2019,Single Family,5265 N DEL MORENO DR,LOS ANGELES,CA,91364,-118.57669,34.16586,POINT (-118.57669 34.16586)
1131,2209019017,11/04/2019,Single Family,8042 N NORWICH AVE,LOS ANGELES,CA,91402,-118.46085,34.21721,POINT (-118.46085 34.21721)
1132,2536030004,06/13/2019,Single Family,12368 W OSBORNE ST,LOS ANGELES,CA,91331,-118.40234,34.2613,POINT (-118.40234000000001 34.2613)
1133,2741022024,11/14/2019,Single Family,9957 N DELCO AVE,LOS ANGELES,CA,91311,-118.57898,34.25163,POINT (-118.57898000000002 34.25163)
1134,4211028039,04/18/2019,Single Family,5890 S CRESCENT PARK E,LOS ANGELES,CA,90094,-118.42795,33.97134,POINT (-118.42795 33.97134)
1135,5105002028,07/19/2019,Multi-Family,1549 1/2 E 53RD ST,LOS ANGELES,CA,90011,-118.24597,33.99494,POINT (-118.24596999999999 33.99494)
1136,4305024023,08/22/2019,Single Family,1716 S CANFIELD AVE,LOS ANGELES,CA,90035,-118.3894,34.04887,POINT (-118.38940000000001 34.04887)
1137,5135023014,07/19/2019,Single Family,1414 S UNION AVE,LOS ANGELES,CA,90015,-118.27809,34.04245,POINT (-118.27809 34.04245)
1138,2266013054,01/10/2019,Single Family,14121 W DICKENS ST,LOS ANGELES,CA,91423,-118.44054,34.14836,POINT (-118.44054000000001 34.14836)
1139,6050021004,01/30/2019,Single Family,918 E 97TH ST,LOS ANGELES,CA,90002,-118.25795,33.94828,POINT (-118.25795000000001 33.94828)
1140,4371019023,08/05/2019,Vacant Residential,10434  UNKNOWN ST (HH),LOS ANGELES,CA,90077,-118.44087,34.09298,POINT (-118.44087000000002 34.09298)
1141,2502022050,11/12/2019,Single Family,13630 N DRONFIELD AVE,LOS ANGELES,CA,91342,-118.45237,34.31976,POINT (-118.45236999999999 34.31976)
1142,4242032010,12/16/2019,Single Family,2326 S GLYNDON AVE,LOS ANGELES,CA,90291,-118.44963,33.99662,POINT (-118.44963 33.99662)
1143,2156028174,11/12/2019,Single Family,18530  HATTERAS ST,LOS ANGELES,CA,91356,-118.53693,34.17724,POINT (-118.53693 34.17724)
1144,2168004036,03/11/2019,Single Family,5246 N CAMPO ROAD,LOS ANGELES,CA,91364,-118.59786,34.16452,POINT (-118.59785999999998 34.16452)
1145,2640004013,01/07/2019,Single Family,9076 N VARNA AVE,LOS ANGELES,CA,91331,-118.43243,34.23507,POINT (-118.43243 34.23507)
1146,5026007005,07/31/2019,Single Family,4355 W DON LUIS DR,LOS ANGELES,CA,90008,-118.34983,34.00635,POINT (-118.34983000000001 34.00635)
1147,2293009010,01/08/2019,Single Family,16565 W CALNEVA DR,LOS ANGELES,CA,91436,-118.49482,34.13075,POINT (-118.49482 34.13075)
1148,2506023020,12/07/2019,Single Family,13022 N WOODCOCK AVE,LOS ANGELES,CA,91342,-118.45564,34.30618,POINT (-118.45564 34.30618)
1149,4262021091,01/11/2019,Single Family,1810 S BARRINGTON AVE 1-8,LOS ANGELES,CA,90025,-118.45234,34.03974,POINT (-118.45234 34.03974)
1150,2690015018,01/04/2019,Single Family,8451 N AMESTOY AVE,LOS ANGELES,CA,91325,-118.50714,34.22477,POINT (-118.50713999999999 34.22477)
