ID,APN,Registered Date,Property Type,Property Address,Property Area,Rpt Dist No,Crm Cd Desc,Longitude,Latitude,Weapon Used Cd,Crime Code
196506,150611939,05/02/2015,SIDEWALK,1300 SUNSET PLAZA DR,Hollywood,632,OTHER MISCELLANEOUS CRIME,-118.3829,34.0953,0,946
196507,151613567,08/23/2015,PUBLIC STORAGE,9000 GLENOAKS BL,Foothill,1675,BURGLARY,-118.3692,34.2326,0,310
196508,151405299,01/19/2015,PARKING LOT,8600 AIRPORT BL,Pacific,1488,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.3855,33.9599,0,331
196509,151609050,05/14/2015,DRIVEWAY,10200BOY AV,Foothill,1641,BURGLARY FROM VEHICLE,-118.4264,34.2562,500,330
196510,151314144,07/03/2015,SINGLE FAMILY DWELLING,300 E 69TH ST,Newton,1395,BURGLARY,-118.2695,33.977,0,310
196511,151512680,06/02/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5200 RIVERTON AV,N Hollywood,1548,"BUNCO, PETTY THEFT",-118.3653,34.1649,0,664
196512,150323106,10/23/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SEVERANCE,Southwest,328,PROWLER,-118.2808,34.0303,0,933
196513,150800674,02/16/2015,SIDEWALK,WEYBURN,West LA,817,ROBBERY,-118.447,34.0625,400,210
196514,150911807,04/09/2015,STREET,13900 HARTSOOK ST,Van Nuys,964,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.4356,34.1635,0,420
196515,151228521,12/27/2015,SINGLE FAMILY DWELLING,500 W 82ND ST,77th Street,1266,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2849,33.9661,400,626
196516,151018431,12/08/2015,CELL PHONE STORE,18600 VENTURA BL,West Valley,1063,THEFT PLAIN - PETTY ($950 & UNDER),-118.5386,34.1698,0,440
196517,150706063,02/15/2015,OTHER BUSINESS,100 THE GROVE DR,Wilshire,724,"THEFT, PERSON",-118.3563,34.0761,0,350
196518,161306159,12/09/2015,OTHER BUSINESS,1600 HOOPER AV,Newton,1317,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-118.2447,34.0236,0,668
196519,150626978,12/31/2015,SIDEWALK,HOLLYWOOD BL,Hollywood,646,INTIMATE PARTNER - SIMPLE ASSAULT,-118.3348,34.1016,400,626
196520,151612003,02/02/2015,SINGLE FAMILY DWELLING,11600 WIXOM ST,Foothill,1685,THEFT OF IDENTITY,-118.3845,34.2112,0,354
196521,151210394,04/04/2015,DRIVEWAY,5800 8TH AV,77th Street,1232,VEHICLE - STOLEN,-118.3264,33.9891,0,510
196522,150622574,10/21/2015,PARKING LOT,1300 N SIERRA BONITA AV,Hollywood,644,THEFT PLAIN - PETTY ($950 & UNDER),-118.3539,34.0944,0,440
196523,151920220,10/18/2015,STREET,15100 POLK ST,Mission,1924,VEHICLE - STOLEN,-118.4614,34.2972,0,510
196524,150717511,11/22/2015,MARKET,4700 W PICO BL,Wilshire,765,BATTERY - SIMPLE ASSAULT,-118.3385,34.0486,400,624
196525,151507412,02/28/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",12500 WOODBRIDGE ST,N Hollywood,1581,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",-118.4052,34.1486,0,956
196526,150418129,12/15/2015,STREET,200 N SAN FERNANDO RD,Hollenbeck,411,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2222,34.0759,0,740
196527,151819204,10/17/2015,SINGLE FAMILY DWELLING,700 E 101ST ST,Southeast,1824,BURGLARY,-118.2625,33.9447,500,310
196528,150123536,10/19/2015,PARKING LOT,700 E 4TH ST,Central,138,VEHICLE - STOLEN,-118.2415,34.0468,0,510
196529,150519673,12/19/2015,STREET,CHANNEL ST,Harbor,541,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2923,33.7538,400,626
196530,150118928,07/19/2015,MISSIONS/SHELTERS,600 E 6TH ST,Central,157,THEFT PLAIN - PETTY ($950 & UNDER),-118.2443,34.0417,0,440
196531,151712411,07/01/2015,SINGLE FAMILY DWELLING,17200 CHATSWORTH ST,Devonshire,1735,THEFT OF IDENTITY,-118.5149,34.2684,0,354
196532,150307753,01/07/2015,SINGLE FAMILY DWELLING,3000 S SYCAMORE AV,Southwest,312,THEFT OF IDENTITY,-118.3566,34.0266,0,354
196533,152015176,08/24/2015,ALLEY,6TH,Olympic,2027,BATTERY - SIMPLE ASSAULT,-118.2954,34.0636,400,624
196534,150517119,10/21/2015,SINGLE FAMILY DWELLING,1200 LAGOON AV,Harbor,516,BURGLARY,-118.2676,33.7868,0,310
196535,151304973,01/20/2015,"VEHICLE, PASSENGER/TRUCK",51ST ST,Newton,1363,ROBBERY,-118.2608,33.9983,109,210
196536,150318479,08/16/2015,SINGLE FAMILY DWELLING,3200 W 46TH ST,Southwest,392,INTIMATE PARTNER - SIMPLE ASSAULT,-118.3281,34.0019,400,626
196537,152012484,06/28/2015,PARKING LOT,1700 S WESTERN AV,Olympic,2081,BIKE - STOLEN,-118.3134,34.0418,0,480
196538,151819357,10/22/2015,SIDEWALK,109TH ST,Southeast,1844,BATTERY - SIMPLE ASSAULT,-118.263,33.9373,400,624
196539,151811095,05/18/2015,SINGLE FAMILY DWELLING,700 W 146TH ST,Southeast,1871,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.2876,33.8996,400,341
196540,150718851,12/22/2015,DEPARTMENT STORE,6000 MARYLAND DR,Wilshire,734,BIKE - STOLEN,-118.3604,34.0667,223,480
196541,162107362,09/09/2015,PARKING LOT,5600 DE SOTO AV,Topanga,2177,BATTERY - SIMPLE ASSAULT,-118.5882,34.172,400,624
196542,150711807,07/02/2015,RESTAURANT/FAST FOOD,6300 W 3RD ST,Wilshire,724,THEFT PLAIN - PETTY ($950 & UNDER),-118.3571,34.0735,0,440
196543,151209160,03/17/2015,PARKING LOT,5700 S FIGUEROA ST,77th Street,1218,VEHICLE - STOLEN,-118.287,33.9923,0,510
196544,151109686,03/31/2015,SINGLE FAMILY DWELLING,3000 SAGAMORE WY,Northeast,1112,THEFT OF IDENTITY,-118.2308,34.1304,0,354
196545,150711263,06/19/2015,PARKING UNDERGROUND/BUILDING,6000 CADILLAC AV,Wilshire,782,BURGLARY FROM VEHICLE,-118.3742,34.0375,0,330
196546,152011603,06/07/2015,"VEHICLE, PASSENGER/TRUCK",WESTMORELAND AV,Olympic,2019,SEXUAL PENETRATION W/FOREIGN OBJECT,-118.288,34.0764,400,815
196547,151513033,06/09/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6300 COLDWATER CANYON AV,N Hollywood,1523,BATTERY WITH SEXUAL CONTACT,-118.4137,34.1849,400,860
196548,151114596,08/01/2015,STREET,BENNER,Northeast,1139,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.1865,34.1082,0,740
196549,150412016,07/13/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5400 DOBBS ST,Hollenbeck,439,INTIMATE PARTNER - SIMPLE ASSAULT,-118.1662,34.0736,400,626
196550,150712280,07/13/2015,OTHER BUSINESS,7300 MELROSE AV,Wilshire,702,ROBBERY,-118.3486,34.0836,400,210
196551,151513644,06/11/2015,STREET,HARTSOOK ST,N Hollywood,1557,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.3681,34.1636,0,331
196552,151310794,05/01/2015,STREET,1200 E 53RD ST,Newton,1364,VEHICLE - STOLEN,-118.2543,33.9994,0,510
196553,150116576,07/12/2015,PARKING UNDERGROUND/BUILDING,1200 SANTEE ST,Central,185,OTHER MISCELLANEOUS CRIME,-118.2573,34.0363,0,946
196554,160204183,11/24/2015,PARKING UNDERGROUND/BUILDING,300 N ALVARADO ST,Rampart,235,BIKE - STOLEN,-118.2731,34.0677,0,480
196555,151417523,05/29/2015,BUS STOP,GATEWAY,Pacific,1402,THEFT PLAIN - PETTY ($950 & UNDER),-118.4433,34.0285,0,440
196556,151424770,09/19/2015,STREET,9300 GLASGOW PL,Pacific,1489,VEHICLE - STOLEN,-118.3715,33.9516,0,510
196557,151213090,05/01/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1400 W 80TH ST,77th Street,1265,BRANDISH WEAPON,-118.3003,33.9664,207,761
196558,151613669,09/05/2015,DEPARTMENT STORE,9700 LAUREL CANYON BL,Foothill,1651,THEFT PLAIN - PETTY ($950 & UNDER),-118.4185,34.2459,0,440
196559,152108158,04/02/2015,FREEWAY,TOPANGA CANYON BL,Topanga,2187,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.6058,34.1685,400,230
196560,151311005,05/06/2015,SIDEWALK,48TH ST,Newton,1363,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2652,33.9998,200,230
196561,151120366,10/15/2015,SINGLE FAMILY DWELLING,6000 DELPHI ST,Northeast,1107,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",-118.1898,34.1236,0,956
196562,151515509,07/26/2015,SINGLE FAMILY DWELLING,3700 MULTIVIEW DR,N Hollywood,1599,BURGLARY,-118.3588,34.1312,0,310
196563,150318343,08/14/2015,STREET,2600 CRENSHAW BL,Southwest,333,CHILD NEGLECT (SEE 300 W.I.C.),-118.3378,34.0278,0,237
196564,151613355,09/10/2015,STREET,7500 SUMMITROSE ST,Foothill,1638,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2951,34.2596,0,420
196565,151213174,05/15/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",800 W 65TH ST,77th Street,1248,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.287,33.9801,400,230
196566,151813201,06/30/2015,SINGLE FAMILY DWELLING,10300 KALMIA ST,Southeast,1839,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2317,33.9423,0,745
196567,150710235,05/26/2015,OTHER BUSINESS,5300 WILSHIRE BL,Wilshire,735,BURGLARY,-118.344,34.0623,0,310
196568,151410713,03/25/2015,STREET,12500 CULVER BL,Pacific,1455,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.4222,33.9893,0,745
196569,150201078,10/22/2015,STREET,WITMER,Rampart,257,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2661,34.0546,200,230
196570,150510213,05/22/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",700 GATUN ST,Harbor,541,"BUNCO, ATTEMPT",-118.3011,33.7547,0,666
196571,151514847,06/24/2015,STREET,6000 LANKERSHIM BL,N Hollywood,1526,THEFT OF IDENTITY,-118.3834,34.1794,0,354
196572,151507126,02/24/2015,SINGLE FAMILY DWELLING,3800 BROADLAWN DR,N Hollywood,1599,BURGLARY,-118.3572,34.1318,0,310
196573,150313926,06/04/2015,STREET,4000 BUCKINGHAM RD,Southwest,363,BURGLARY FROM VEHICLE,-118.3417,34.0148,0,330
196574,150618197,08/11/2015,CLOTHING STORE,6800 HOLLYWOOD BL,Hollywood,645,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.3387,34.1016,0,442
196575,151809925,04/29/2015,STREET,WALL ST,Southeast,1832,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2761,33.9401,219,230
196576,151921737,11/13/2015,SINGLE FAMILY DWELLING,9400 NATICK AV,Mission,1962,THEFT PLAIN - PETTY ($950 & UNDER),-118.4572,34.2412,0,440
196577,151428103,11/07/2015,SINGLE FAMILY DWELLING,1600 ELECTRIC AV,Pacific,1432,TRESPASSING,-118.4635,33.9906,0,888
196578,150409782,05/12/2015,STREET,2800 CINCINNATI ST,Hollenbeck,457,VEHICLE - STOLEN,-118.2019,34.0452,0,510
196579,151822461,12/22/2015,SINGLE FAMILY DWELLING,10700 S MAIN ST,Southeast,1832,OTHER MISCELLANEOUS CRIME,-118.2739,33.9392,511,946
196580,151413093,04/21/2015,OTHER STORE,8400 LINCOLN BL,Pacific,1474,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.4208,33.9616,0,341
196581,150206730,02/19/2015,STREET,ECHO PARK AV,Rampart,218,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2573,34.0768,400,230
196582,150915712,08/20/2015,SINGLE FAMILY DWELLING,6100 RANCHITO AV,Van Nuys,937,SHOTS FIRED AT INHABITED DWELLING,-118.4356,34.1813,102,251
196583,151427526,10/27/2015,GARAGE/CARPORT,12500 W JEFFERSON BL,Pacific,1463,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.422,33.9782,0,420
196584,151508761,03/26/2015,SIDEWALK,11100 CHANDLER BL,N Hollywood,1548,ATTEMPTED ROBBERY,-118.3724,34.1681,515,220
196585,151721234,12/28/2015,CELL PHONE STORE,9000 TAMPA AV,Devonshire,1783,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.5536,34.234,0,442
196586,151304833,01/17/2015,STREET,700 E 32ND ST,Newton,1333,VEHICLE - STOLEN,-118.2642,34.0171,0,510
196587,150700621,02/25/2015,HOTEL,400 S LA CIENEGA BL,Wilshire,721,"RAPE, FORCIBLE",-118.3764,34.0702,400,121
196588,151801392,11/24/2015,"VEHICLE, PASSENGER/TRUCK",11500 STANFORD AV,Southeast,1863,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2659,33.9271,304,230
196589,150809167,05/06/2015,STREET,100 W CHANNEL RD,West LA,824,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.5194,34.0284,0,740
196590,151110802,05/18/2015,STREET,1600 N KENMORE AV,Northeast,1151,BURGLARY FROM VEHICLE,-118.2972,34.1,0,330
196591,151614333,09/30/2015,RESTAURANT/FAST FOOD,13600 VAN NUYS BL,Foothill,1641,THEFT PLAIN - PETTY ($950 & UNDER),-118.4288,34.2612,0,440
196592,150919439,11/06/2015,PARKING LOT,6900 N SEPULVEDA BL,Van Nuys,911,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.4702,34.1938,0,420
196593,151518354,09/15/2015,SINGLE FAMILY DWELLING,5000 E CAHUENGA BL,N Hollywood,1557,THEFT OF IDENTITY,-118.3657,34.1594,0,354
196594,150718996,12/30/2015,PARKING LOT,900 S HIGHLAND AV,Wilshire,747,BATTERY - SIMPLE ASSAULT,-118.3394,34.0588,400,624
196595,152113702,06/05/2015,ELEMENTARY SCHOOL,22600 HAMLIN ST,Topanga,2144,THEFT PLAIN - PETTY ($950 & UNDER),-118.619,34.189,0,440
196596,150516609,10/13/2015,STREET,600 W 2ND ST,Harbor,557,VIOLATION OF RESTRAINING ORDER,-118.2901,33.7424,0,901
196597,200106987,07/20/2015,SINGLE FAMILY DWELLING,5TH ST,Central,129,THEFT OF IDENTITY,-118.2336,34.0511,0,354
196598,150107882,03/01/2015,SIDEWALK,500 S SAN PEDRO ST,Central,156,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,-118.2455,34.0437,304,231
196599,152114723,08/25/2015,OTHER STORE,20800 ROSCOE BL,Topanga,2107,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.5932,34.2234,0,442
196600,150106837,02/15/2015,STREET,800 TRACTION AV,Central,139,VEHICLE - STOLEN,-118.236,34.0454,0,510
196601,150901087,06/13/2015,SINGLE FAMILY DWELLING,3900 WITZEL DR,Van Nuys,994,SHOTS FIRED AT INHABITED DWELLING,-118.4362,34.1414,107,251
196602,150815281,09/22/2015,RESTAURANT/FAST FOOD,800 VIA DE LA PAZ,West LA,823,OTHER ASSAULT,-118.5277,34.0448,400,625
196603,151708411,04/01/2015,DRIVEWAY,13200 CONSTABLE AV,Devonshire,1705,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.5044,34.31,0,420
196604,152120764,12/27/2015,PARKING LOT,5200 FALLBROOK AV,Topanga,2175,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.6233,34.165,0,740
196605,150904786,01/19/2015,SINGLE FAMILY DWELLING,5800 WILLIS AV,Van Nuys,941,BATTERY - SIMPLE ASSAULT,-118.4553,34.1758,400,624
196606,150404801,01/17/2015,PARKING UNDERGROUND/BUILDING,6100 MONTEREY RD,Hollenbeck,404,BURGLARY FROM VEHICLE,-118.1835,34.1067,0,330
196607,150114161,06/03/2015,STREET,CERES,Central,158,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2413,34.0398,0,420
196608,152118063,10/31/2015,CLOTHING STORE,6000 TOPANGA CANYON BL,Topanga,2155,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),-118.6102,34.1828,0,343
196609,150217819,09/13/2015,STREET,EMERALD,Rampart,237,BURGLARY FROM VEHICLE,-118.2607,34.0598,0,330
196610,151305769,02/02/2015,HIGH SCHOOL,700 WILSON ST,Newton,1309,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2339,34.0347,0,420
196611,151706665,01/15/2015,YARD (RESIDENTIAL/BUSINESS),8600 VALJEAN AV,Devonshire,1797,ORAL COPULATION,-118.4873,34.2266,400,820
196612,152119910,12/08/2015,OTHER BUSINESS,23400 LONG VALLEY RD,Topanga,2172,BATTERY - SIMPLE ASSAULT,-118.6398,34.1591,400,624
196613,150406142,02/18/2015,SINGLE FAMILY DWELLING,2400 N EASTERN AV,Hollenbeck,437,OTHER MISCELLANEOUS CRIME,-118.1878,34.0689,0,946
196614,150905013,01/22/2015,SINGLE FAMILY DWELLING,15100 SYLVAN ST,Van Nuys,932,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.4618,34.1849,511,930
196615,150220591,11/05/2015,STREET,ALVARADO,Rampart,235,ROBBERY,-118.2727,34.063,400,210
196616,151817437,09/17/2015,PARKING LOT,1900 E IMPERIAL HY,Southeast,1849,VEHICLE - STOLEN,-118.2351,33.9327,0,510
196617,151408135,02/24/2015,OTHER BUSINESS,12900 W JEFFERSON BL,Pacific,1463,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.422,33.9782,0,442
196618,152119668,11/27/2015,DEPARTMENT STORE,20800 VENTURA BL,Topanga,2189,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.5859,34.1665,0,442
196619,151220677,09/01/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 W 79TH ST,77th Street,1257,INTIMATE PARTNER - SIMPLE ASSAULT,-118.285,33.9693,400,626
196620,150323330,10/25/2015,STREET,LA CIENEGA BL,Southwest,311,BATTERY - SIMPLE ASSAULT,-118.3721,34.0265,400,624
196621,151423546,08/31/2015,PARKING LOT,8900 VENICE BL,Pacific,1409,BIKE - STOLEN,-118.3881,34.0294,0,480
196622,182106278,01/01/2015,SINGLE FAMILY DWELLING,TOPANGA CANYON RD,Topanga,2136,"RAPE, ATTEMPTED",-118.6059,34.201,400,122
196623,150710851,06/10/2015,STREET,800 S CURSON AV,Wilshire,743,BURGLARY FROM VEHICLE,-118.3557,34.0608,0,330
196624,150711714,06/30/2015,SINGLE FAMILY DWELLING,5000 PICKFORD ST,Wilshire,774,BURGLARY,-118.3478,34.0427,0,310
196625,150222411,12/11/2015,STREET,CALUMET AV,Rampart,218,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.2574,34.0697,0,331
196626,151405030,01/15/2015,GARAGE/CARPORT,9900 S LA CIENEGA BL,Pacific,1489,BURGLARY FROM VEHICLE,-118.3744,33.949,500,330
196627,151415980,06/03/2015,SIDEWALK,LOUELLA AV,Pacific,1415,ROBBERY,-118.4555,34.0051,103,210
196628,150222145,12/07/2015,"VEHICLE, PASSENGER/TRUCK",400 S ALVARADO ST,Rampart,246,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2738,34.0613,0,740
196629,151923910,12/24/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",15100 PARTHENIA ST,Mission,1983,TRESPASSING,-118.4611,34.2283,0,888
196630,150501176,10/17/2015,STREET,800 FIGUEROA ST,Harbor,514,WEAPONS POSSESSION/BOMBING,-118.2795,33.7791,505,756
196631,150111193,04/19/2015,LIBRARY,600 W 5TH ST,Central,152,OTHER MISCELLANEOUS CRIME,-118.254,34.0502,0,946
196632,152113609,08/01/2015,SHOPPING MALL (COMMON AREA),6600 TOPANGA CANYON BL,Topanga,2156,THEFT PLAIN - PETTY ($950 & UNDER),-118.6059,34.1905,0,440
196633,150415829,10/16/2015,STREET,2100 THOMAS ST,Hollenbeck,424,VEHICLE - ATTEMPT STOLEN,-118.2051,34.0692,0,520
196634,151413224,04/24/2015,SINGLE FAMILY DWELLING,3200 OVERLAND AV,Pacific,1428,THEFT PLAIN - PETTY ($950 & UNDER),-118.4184,34.0265,0,440
196635,150114573,06/12/2015,GROUP HOME,600 S CENTRAL AV,Central,158,INTIMATE PARTNER - SIMPLE ASSAULT,-118.24,34.039,500,626
196636,152108366,04/07/2015,SINGLE FAMILY DWELLING,22800 SATICOY ST,Topanga,2111,BURGLARY,-118.6458,34.213,0,310
196637,151515627,07/28/2015,DRIVEWAY,12700 KITTRIDGE ST,N Hollywood,1512,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.4116,34.1973,0,420
196638,151105498,01/27/2015,SINGLE FAMILY DWELLING,4900 SYCAMORE TR,Northeast,1148,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2033,34.103,0,740
196639,151219888,08/20/2015,SINGLE FAMILY DWELLING,1200 W 54TH ST,77th Street,1215,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2958,33.9932,0,745
196640,150204273,01/06/2015,SIDEWALK,OLYMPIC BL,Rampart,275,BRANDISH WEAPON,-118.2787,34.0512,200,761
196641,152113306,07/24/2015,MARKET,8200 TOPANGA CANYON BL,Topanga,2114,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.6103,34.2139,0,442
196642,150204210,01/05/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",700 GARLAND AV,Rampart,269,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2663,34.0517,400,626
196643,150412794,07/25/2015,SINGLE FAMILY DWELLING,2800 SICHEL ST,Hollenbeck,413,BURGLARY,-118.2132,34.0793,0,310
196644,151606083,01/20/2015,PUBLIC STORAGE,12300 FOOTHILL BL,Foothill,1602,BURGLARY,-118.4038,34.2828,0,310
196645,151919821,10/12/2015,PARKING UNDERGROUND/BUILDING,13800 SAYRE ST,Mission,1918,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4338,34.3102,0,331
196646,150410174,05/22/2015,STREET,2800 BULLARD AV,Hollenbeck,438,VEHICLE - STOLEN,-118.1671,34.0779,0,510
196647,151317784,09/04/2015,STREET,900 E 43RD PL,Newton,1353,VEHICLE - STOLEN,-118.2599,34.0048,0,510
196648,151516480,08/14/2015,WAREHOUSE,7300 GREENBUSH AV,N Hollywood,1511,ROBBERY,-118.4263,34.2026,102,210
196649,151517759,09/04/2015,HEALTH SPA/GYM,5300 LANKERSHIM BL,N Hollywood,1548,THEFT PLAIN - PETTY ($950 & UNDER),-118.3759,34.167,0,440
196650,152010811,05/21/2015,SIDEWALK,OLYMPIC BL,Olympic,2056,ROBBERY,-118.2947,34.0527,400,210
196651,150220456,11/01/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400 N KENMORE AV,Rampart,221,BATTERY - SIMPLE ASSAULT,-118.2969,34.0777,400,624
196652,150306649,02/10/2015,SINGLE FAMILY DWELLING,2500 2ND AV,Southwest,314,THEFT PLAIN - PETTY ($950 & UNDER),-118.3189,34.0339,0,440
196653,150414602,09/03/2015,HIGH SCHOOL,1200 CORNWELL ST,Hollenbeck,443,THEFT PLAIN - PETTY ($950 & UNDER),-118.2039,34.0573,0,440
196654,150901321,09/11/2015,SINGLE FAMILY DWELLING,15100 MULHOLLAND DR,Van Nuys,991,BURGLARY,-118.4611,34.1389,0,310
196655,151604786,01/16/2015,JUNIOR HIGH SCHOOL,9900 LAUREL CANYON BL,Foothill,1641,CHILD ANNOYING (17YRS & UNDER),-118.4227,34.2499,0,813
196656,162016140,11/12/2015,OTHER BUSINESS,3600 W 3RD ST,Olympic,2017,THEFT OF IDENTITY,-118.2941,34.0709,0,354
196657,150511275,06/15/2015,OTHER BUSINESS,24900 S WESTERN AV,Harbor,509,THEFT PLAIN - PETTY ($950 & UNDER),-118.3075,33.7987,0,440
196658,152120664,11/26/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6300 DE SOTO AV,Topanga,2158,BURGLARY,-118.5888,34.1847,0,310
196659,150406604,02/28/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",300 N SOTO ST,Hollenbeck,455,BATTERY - SIMPLE ASSAULT,-118.2093,34.0512,400,624
196660,151922714,11/29/2015,OTHER STORE,14000 OSBORNE ST,Mission,1975,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.4436,34.2342,0,740
196661,150116851,06/22/2015,PARKING LOT,400 S MAIN ST,Central,145,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2472,34.0482,0,420
196662,150320825,09/19/2015,SINGLE FAMILY DWELLING,3800 S COCHRAN AV,Southwest,341,"THEFT, PERSON",-118.3612,34.0181,0,350
196663,151917233,08/27/2015,STREET,13600 REMINGTON ST,Mission,1959,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4299,34.2512,0,331
196664,150615204,06/07/2015,OTHER BUSINESS,6500 SANTA MONICA BL,Hollywood,666,DOCUMENT FORGERY / STOLEN FELONY,-118.3277,34.0944,0,649
196665,150620590,09/21/2015,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1200 N KINGSLEY DR,Hollywood,669,INTIMATE PARTNER - SIMPLE ASSAULT,-118.3025,34.0933,0,626
196666,152017344,10/10/2015,SIDEWALK,NEW HAMPSHIRE AV,Olympic,2015,ROBBERY,-118.293,34.0745,207,210
196667,150217791,09/12/2015,MEDICAL/DENTAL OFFICES,2000 W OLYMPIC BL,Rampart,275,THEFT PLAIN - PETTY ($950 & UNDER),-118.2787,34.0512,0,440
196668,151212773,05/08/2015,STREET,6600 MADDEN AV,77th Street,1242,CRIMINAL HOMICIDE,-118.3255,33.9797,102,110
196669,151116863,09/12/2015,SINGLE FAMILY DWELLING,2600 THORPE AV,Northeast,1177,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2277,34.091,400,626
196670,151417848,06/27/2015,STREET,9700 VENICE BL,Pacific,1409,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.3968,34.0244,304,740
196671,150911608,06/04/2015,OFFICE BUILDING/OFFICE,12600 RIVERSIDE DR,Van Nuys,969,BATTERY WITH SEXUAL CONTACT,-118.4074,34.1576,0,860
196672,152006160,02/12/2015,"VEHICLE, PASSENGER/TRUCK",3900 BEVERLY BL,Olympic,2015,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2932,34.0763,0,740
196673,150125153,11/03/2015,MISSIONS/SHELTERS,600 S SAN PEDRO ST,Central,166,PICKPOCKET,-118.2469,34.0421,0,352
196674,151307231,02/27/2015,"VEHICLE, PASSENGER/TRUCK",3800 BROADWAY PL,Newton,1341,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.276,34.0133,0,745
